"title","desciption","tags"
"آموزشگاه خوشنویسی قهرمانی نژاد(تلفن خراب است)"," یکی از آموزشگاه های معتبر در زمینه خوشنویسی و خطاطی میباشد. از نقاط قوت آن حضور اساتید باتجربه، محیط مناسب آموزشی است.   آموزشگاه خوشنویسی قهرمانی نژاد(تلفن خراب است) واقع درشهر مشهد و در محله منطقه 10 (شاهد، شریعتی،امامیه، اندیشه) است.","کلاس خوشنویسی-کلاس خطاطی-آموزش خوشنویسی با خودکار-کلاس خوشنویسی انجمن خوشنویسی"
"آموزشگاه نقاشی و خوشنویسی گلستانی","<p>آموزشگاه گلستانی با قدمت نزدیک به یک دهه به فعالیت در حوزه های خوشنویسی به صورت تخصصی - نقاشی و قرآن پرداخته است. مدیریت این آموزشگاه سرکار خانم موسی زاده هستن که از سابقه ی فعالیتی ایشون میشود به آموزش در کانون های فرهنگی آموزش و پرورش و مدارس همچنین کانون فرهنگی دانشگاه فردوسی و علوم پزشکی مشهد اشاره کرد. ایشان نزدیک به سی سال است که در این حرفه فعالیت می کنند و از سال 91 آموزشگاه خودشون رو تاسیس کردند. یکی از موسسات حرفه ای آموزش خوش خطی، که خطاطی را در زبان های مختلف (خطاطی انگلیسی، آلمانی و &hellip; ) هم آموزش می دهد. این مرکز تاکنون موفق به آموزش و تربیت قریب 1000 نفر هنرجو و مربی خوشنویسی غیرفارسی در سبکهایی همچون هندرایتینگ، کاپرپلیت و گوتیک در تهران و دیگر شهرهای ایران گردیده است، و امید است با کارگروهی که در همین مرکز آموزش دیده اند بتوانند فصلی نو را در ارتقای هنر زیبا نویسی غیرفارسی را در ایران رقم بزنند. آموزشگاه خوشنویسی گلستانی واقع درشهر مشهد و در محله سیدی است.</p>","کلاس خوشنویسی-کلاس خطاطی-آموزش خوشنویسی با خودکار-کلاس خوشنویسی انجمن خوشنویسی"
"آموزشگاه خوشنویسی مقیمی"," یکی از موسسات حرفه ای آموزش خوش خطی، که خطاطی را در زبان های مختلف (خطاطی انگلیسی، آلمانی و … ) هم آموزش می دهد. این مرکز تاکنون موفق به آموزش و تربیت قریب 1000 نفر هنرجو و مربی خوشنویسی غیرفارسی در سبکهایی همچون هندرایتینگ، کاپرپلیت و گوتیک در تهران و دیگر شهرهای ایران گردیده است، و امید است با کارگروهی که در همین مرکز آموزش دیده اند بتوانند فصلی نو را در ارتقای هنر زیبا نویسی غیرفارسی را در ایران رقم بزنند. آموزشگاه خوشنویسی مقیمی واقع درشهر مشهد و در محله احمد آباد است.","کلاس خوشنویسی-کلاس خطاطی-آموزش خوشنویسی با خودکار-کلاس خوشنویسی انجمن خوشنویسی"
"آموزشگاه خوشنویسی نیستان"," یکی از موسسات حرفه ای آموزش خوش خطی، که خطاطی را در زبان های مختلف (خطاطی انگلیسی، آلمانی و … ) هم آموزش می دهد. این مرکز تاکنون موفق به آموزش و تربیت قریب 1000 نفر هنرجو و مربی خوشنویسی غیرفارسی در سبکهایی همچون هندرایتینگ، کاپرپلیت و گوتیک در تهران و دیگر شهرهای ایران گردیده است، و امید است با کارگروهی که در همین مرکز آموزش دیده اند بتوانند فصلی نو را در ارتقای هنر زیبا نویسی غیرفارسی را در ایران رقم بزنند. آموزشگاه خوشنویسی نیستان واقع درشهر مشهد و در محله احمد آباد است.","کلاس خوشنویسی-کلاس خطاطی-آموزش خوشنویسی با خودکار-کلاس خوشنویسی انجمن خوشنویسی"
"آموزشگاه خوشنویسی همای توس(موجود نمی باشد)"," یکی از موسسات حرفه ای آموزش خوش خطی، که خطاطی را در زبان های مختلف (خطاطی انگلیسی، آلمانی و … ) هم آموزش می دهد. این مرکز تاکنون موفق به آموزش و تربیت قریب 1000 نفر هنرجو و مربی خوشنویسی غیرفارسی در سبکهایی همچون هندرایتینگ، کاپرپلیت و گوتیک در تهران و دیگر شهرهای ایران گردیده است، و امید است با کارگروهی که در همین مرکز آموزش دیده اند بتوانند فصلی نو را در ارتقای هنر زیبا نویسی غیرفارسی را در ایران رقم بزنند. آموزشگاه خوشنویسی همای توس(موجود نمی باشد) واقع درشهر مشهد و در محله طللاب است.","کلاس خوشنویسی-کلاس خطاطی-آموزش خوشنویسی با خودکار-کلاس خوشنویسی انجمن خوشنویسی"
"آموزشگاه نقاشی دامغانی زاده","<p>آموزشگاه نقاشی فوق از بهترین برگزار کنندگان کلاس های تخصصی آموزش نقاشی و طراحی بوده و در زمینه طراحی با مداد، طراحی چهره، رنگ و روغن، مداد رنگی و سیاه قلم دوره&zwnj;های آموزشی برگزار می کند. این آموزشگاه با به کارگیری بهترین اساتید و امکانات و استفاده از روش های نوین تدریس از مراکز موفق در پرورش هنرجویان علاقمند به نقاشی می باشد. آموزشگاه نقاشی دامغانی زاده واقع در شهر مشهد میباشد.</p>",NULL
"آموزشگاه هنرهای تجسمی دامون(موجود نمی باشد)","<p style=""text-align: center;"">هنرهای تجسمی و ...&nbsp;</p>","هنرهای تجسمی-تجسمی-هنر-کلاس هنری-کلاس هنرهای تجسمی-سفالگری-اوریگامی-ویترای-هنر-خلاقیت"
"دیبای هنر","<h4 style=""text-align: center;"">هنرهای تزئینی , گل سازی و ...</h4>","هنرهای تزیینی-تزئینی-هنر-کلاس هنری-کلاس هنرهای تزیینی-طراحی و دوخت-گلدوزی-سوزن دوزی-ترمه دوزی-گلابتون دوزی-مروارید دوزی-ربان دوزی-بافتنی-قلاب بافی-گلسازی-گل سازی"
"آموزشگاه هنرهای تجسمی رغبتی(شماره نداد)","<h4 style=""text-align: center;"">آموزشگاه هنرهای تجسمی</h4>","هنرهای تجسمی-تجسمی-هنر-کلاس هنری-کلاس هنرهای تجسمی-سفالگری-اوریگامی-ویترای-هنر-خلاقیت"
"آموزشگاه نقاشی روناک (اشتباه)","<h4 style=""text-align: center;"">نقاشی</h4>","نقاشی-کلاس نقاشی-دوره نقاشی-آموزشگاه نقاشی-کلاس نقاشی مشهد-دوره نقاشی مشهد-هنر-هنری-بوم-قلم نقاشی-آموزش نقاشی-نقاشی روی پارچه-نقاشی رنگ روغن-نقاشی آبرنگ-سیاه قلم-طراحی-چهره پردازی-"
"آموزشگاه آشپزی سارینا","آموزشگاه آشپزی سارینا با بهره گیری از منطقه مناسب برای دسترسی آسان هنر جویان عزیز ؛ امکان حضور شما را به راحتی فراهم کرده است. این آموزشگاه با پشتیبانی از تمامی دوره های آموزشی برای آشپزی میزبان علاقه مندان میباشد.

دوره های اصلی این آموزشگاه از این قرار است: آشپزی – قنادی – بیکری – نوشیدنی

دوره اصلی آمزوزشگاه سارینا شامل دو بخش میباشد:
1- بخش اصلی آن مربوط به سرآشپزهای حرفه ای برای افتتاح مجموعه های رستوانی
2- بخش دیگر برای خانم های خانه داری که قصد حرفه شدن را دارند میباشد.
در این دوره ها مواد اولیه ۱۰۰% توسط آموزشگاه تهیه میشود و هنرجو تنها به آموزش دیدن حرفه ای طی جلسات میپردازد.

- سرفصل های آشپزی شامل کیک، دسر، فینگر فود، غذاهای سنتی، فست فود، استیک و …   میباشد.
- در دوره قنادی نیز طرز پخت انواع کیک و شیرینی تدریس میشود.
- در دوره بیکری شما مرحله به مرحله با پخت نان آشنا میشوید . در این دوره شما با بخش های پایه , خمیرگیری , شناخت انواع آرد , پخت کیک , نان لایه ای و.. آشنا خواهید شد.
- در دوره نوشیدنی نیز آموزش باریستا و بارتندینگ، متشکل از شناخت قهوه، مهارت های باریستا، کارگاه لاته آرت، مهارت های دمی و... میباشد.آموزشگاه فوق از بهترین و برترین برگزارکنندگان دوره های متنوع و کاربردی آشپزی است و سالهاست زیر نظر اساتید درجه یک و مجرب آشپزی اقدام به آموزش سرفصل ها و اصول آشپزی به هنرجویان کرده و با فراهم آوردن بهترین امکانات و فضای آموزشی مناسب و استفاده از متد آموزشی روز دنیا بر اساس آموزش عملی و شغل محور برای ورود هرچه سریعتر کار آموزان به بازار کار این رشته کوشیده است.آموزشگاه آشپزی سارینا واقع در شهر مشهد است.","کلاس آشپزی-کلاس فینگرفود-آموزشگاه آشپزی-آموزش دسر-کلاس غذاهای بین الملل-کلاس غذاهای خانگی-آموزش درست کردن غذاهای کلاسیک-آموزش دسر-آموزش سفره آرایی- کلاس سفره آرایی"
